"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","response to amino acid","GO:0043200","0.006456686378507455","2.1899903081259082","128","150","8","21017","EGFR,PIK3CA,HNF1A,EP300,MTOR,CDKN1B,PDGFRA,NTRK2"
"GO:BP","actin cytoskeleton organization","GO:0030036","0.006512521973641841","2.1862507983541772","719","150","18","21017","MET,PIK3CA,KRAS,BRAF,SMAD4,HRAS,KIT,NF1,TSC1,SRC,KRT19,MTOR,PIK3R1,BCL2,PDGFRA,SHC1,TGFB1,ITGB1"
"GO:BP","negative regulation of cell-substrate adhesion","GO:0010812","0.006572967865872995","2.1822384909066326","59","150","6","21017","PTEN,CDKN2A,NF1,SRC,PIK3R1,NOTCH1"
"GO:BP","nucleoside triphosphate metabolic process","GO:0009141","0.006824052985686769","2.165957609727103","271","150","11","21017","FLCN,HNF1A,SDHB,EP300,SDHC,SDHD,STAT3,MTOR,SDHA,HIF1A,TGFB1"
"GO:BP","positive regulation of leukocyte cell-cell adhesion","GO:1903039","0.006824052985686769","2.165957609727103","271","150","11","21017","PIK3CA,AKT1,SMARCA4,TGFBR2,SRC,ARID1A,GATA3,PBRM1,MTOR,IL2,TGFB1"
"GO:BP","regulation of chromosome segregation","GO:0051983","0.0068424076055008725","2.1647910582498877","129","150","8","21017","ATM,APC,RB1,SMARCA4,ARID1A,XRCC3,PBRM1,BUB1B"
"GO:BP","response to L-leucine","GO:0043201","0.007072940739456003","2.1503999806331007","16","150","4","21017","PIK3CA,HNF1A,EP300,MTOR"
"GO:BP","morphogenesis of an epithelial bud","GO:0060572","0.007072940739456003","2.1503999806331007","16","150","4","21017","CTNNB1,FGFR2,AR,TP63"
"GO:BP","DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","GO:0006978","0.007072940739456003","2.1503999806331007","16","150","4","21017","BRCA2,CHEK2,TP53,CDKN1A"
"GO:BP","regulation of miRNA processing","GO:1903798","0.007072940739456003","2.1503999806331007","16","150","4","21017","TP53,HNF1A,STAT3,TGFB1"
"GO:BP","isotype switching to IgG isotypes","GO:0048291","0.007072940739456003","2.1503999806331007","16","150","4","21017","MSH2,MLH1,PMS2,IL2"
"GO:BP","cell junction assembly","GO:0034329","0.007156312846933029","2.145310681977381","449","150","14","21017","PTEN,CDH1,APC,CTNNB1,FLCN,TSC1,SRC,NTRK1,ERBB4,CTNNA1,VEGFA,BCL2,NTRK2,GREM1"
"GO:BP","regulation of heart growth","GO:0060420","0.007260589495900494","2.139028116982643","60","150","6","21017","FGFR2,FGFR1,BMPR1A,ERBB4,NOTCH1,WT1"
"GO:BP","response to ketone","GO:1901654","0.007295586796697474","2.1369397713073734","221","150","10","21017","EGFR,PIK3CA,AKT1,AXIN2,AR,HNF1A,CDK4,SRC,CDKN1A,TGFB1"
"GO:BP","skeletal muscle tissue development","GO:0007519","0.007558916585649355","2.1215404471697203","174","150","9","21017","KRAS,CTNNB1,RB1,NF1,EP300,SMO,NOTCH1,BCL2,TGFB1"
"GO:BP","meiotic chromosome segregation","GO:0045132","0.007747808804159121","2.110821105082921","93","150","7","21017","PTEN,ATM,BRIP1,MLH1,MRE11,FANCD2,CCNE1"
"GO:BP","tricarboxylic acid cycle","GO:0006099","0.00788496798230737","2.1032000658272105","35","150","5","21017","SDHB,FH,SDHC,SDHD,SDHA"
"GO:BP","regulation of protein import into nucleus","GO:0042306","0.008005567862118547","2.0966078566694053","61","150","6","21017","CDH1,NF1,EP300,SMO,PIK3R1,TGFB1"
"GO:BP","regulation of carbohydrate catabolic process","GO:0043470","0.008005567862118547","2.0966078566694053","61","150","6","21017","TP53,FLCN,EP300,STAT3,MTOR,HIF1A"
"GO:BP","positive regulation of immune response","GO:0050778","0.008340579074772574","2.0788037958553223","732","150","18","21017","MSH2,MLH1,PMS2,PIK3CA,ESR1,AKT1,STK11,BRAF,HRAS,SRC,EP300,GATA3,PIK3R1,IL2,BCL2,CREBBP,PRKDC,TGFB1"
"GO:BP","immune response-regulating cell surface receptor signaling pathway","GO:0002768","0.008627301806771813","2.064125008879597","334","150","12","21017","PIK3CA,STK11,BRAF,HRAS,KIT,SRC,EP300,GATA3,PIK3R1,BCL2,CREBBP,MAP3K1"
"GO:BP","odontogenesis of dentin-containing tooth","GO:0042475","0.008930302570671903","2.049133826380537","95","150","7","21017","CTNNB1,BMPR1A,CTNNA1,SMO,PDGFRA,TP63,TGFB1"
"GO:BP","epithelial cell migration","GO:0010631","0.008930302570671903","2.049133826380537","95","150","7","21017","PTEN,SMAD4,KIT,TGFBR2,SRC,MTOR,HIF1A"
"GO:BP","positive regulation of lymphocyte differentiation","GO:0045621","0.009077433192638883","2.0420369386888293","134","150","8","21017","SMARCA4,TGFBR2,ARID1A,GATA3,PBRM1,IL2,PRKDC,TGFB1"
"GO:BP","regulation of G0 to G1 transition","GO:0070316","0.009104281379777469","2.040754328300031","36","150","5","21017","SMARCA4,ARID1A,CDKN2B,PBRM1,CHEK1"
"GO:BP","negative regulation of cell-matrix adhesion","GO:0001953","0.009104281379777469","2.040754328300031","36","150","5","21017","PTEN,CDKN2A,NF1,SRC,PIK3R1"
"GO:BP","hindlimb morphogenesis","GO:0035137","0.009104281379777469","2.040754328300031","36","150","5","21017","CTNNB1,PTCH1,BMPR1A,NOTCH1,TP63"
"GO:BP","homeostasis of number of cells within a tissue","GO:0048873","0.009104281379777469","2.040754328300031","36","150","5","21017","KRAS,FH,SMO,NOTCH1,BCL2"
"GO:BP","DNA damage response, signal transduction resulting in transcription","GO:0042772","0.009197939034829024","2.0363094733143936","17","150","4","21017","BRCA2,CHEK2,TP53,CDKN1A"
"GO:BP","regulation of regulatory ncRNA processing","GO:0070920","0.009197939034829024","2.0363094733143936","17","150","4","21017","TP53,HNF1A,STAT3,TGFB1"
"GO:BP","mitotic intra-S DNA damage checkpoint signaling","GO:0031573","0.009197939034829024","2.0363094733143936","17","150","4","21017","CHEK2,MSH2,MRE11,FANCD2"
"GO:BP","establishment of protein localization to organelle","GO:0072594","0.009553014212429307","2.019859576135222","666","150","17","21017","BRCA2,C11ORF65,TP53,CDH1,AKT1,TERT,NF1,BAP1,TSC2,EP300,STAT3,FBXW7,CDKN1A,SMO,PIK3R1,NOTCH1,TGFB1"
"GO:BP","negative regulation of leukocyte proliferation","GO:0070664","0.009575611549219624","2.018833480130071","96","150","7","21017","ATM,ERBB2,CDKN2A,NF1,IL2,GREM1,TGFB1"
"GO:BP","mitotic nuclear division","GO:0140014","0.009637802107492665","2.0160219952900786","281","150","11","21017","ATM,CHEK2,APC,RB1,XRCC3,CDKN1B,CHEK1,ABRAXAS1,EGF,TGFB1,BUB1B"
"GO:BP","regulation of endothelial cell proliferation","GO:0001936","0.010130091723478611","1.9943866222783893","136","150","8","21017","AKT1,NF1,FGFR1,NRAS,STAT3,VEGFA,HIF1A,EGF"
"GO:BP","chemotaxis","GO:0006935","0.010163365497238555","1.9929624559445291","463","150","14","21017","MET,HRAS,KIT,FGFR1,TSC2,ABCC1,NTRK3,NOTCH1,MAP2K1,VEGFA,PDGFRA,CYP19A1,GREM1,TGFB1"
"GO:BP","DNA strand elongation","GO:0022616","0.010466528922477895","1.980197322117919","37","150","5","21017","NBN,RAD50,TERT,POLE,MRE11"
"GO:BP","cellular response to vascular endothelial growth factor stimulus","GO:0035924","0.010621215421306854","1.9738257826364956","64","150","6","21017","PIK3CA,AKT1,NOTCH1,VEGFA,PDGFRA,ITGB1"
"GO:BP","positive regulation of nucleocytoplasmic transport","GO:0046824","0.010621215421306854","1.9738257826364956","64","150","6","21017","CDH1,MDM2,EP300,SMO,PIK3R1,TGFB1"
"GO:BP","taxis","GO:0042330","0.01067397159139313","1.9716739573988","465","150","14","21017","MET,HRAS,KIT,FGFR1,TSC2,ABCC1,NTRK3,NOTCH1,MAP2K1,VEGFA,PDGFRA,CYP19A1,GREM1,TGFB1"
"GO:BP","regulation of generation of precursor metabolites and energy","GO:0043467","0.010693997432219524","1.970859924515931","137","150","8","21017","TP53,PIK3CA,AKT1,FLCN,EP300,STAT3,MTOR,HIF1A"
"GO:BP","positive regulation of apoptotic signaling pathway","GO:2001235","0.010693997432219524","1.970859924515931","137","150","8","21017","TP53,RET,MYC,FLCN,NF1,CTNNA1,FBXW7,TP63"
"GO:BP","negative regulation of extrinsic apoptotic signaling pathway","GO:2001237","0.010982953998654342","1.9592808354074942","98","150","7","21017","BRCA1,AKT1,TERT,AR,SRC,CTNNA1,BCL2"
"GO:BP","regulation of Notch signaling pathway","GO:0008593","0.010982953998654342","1.9592808354074942","98","150","7","21017","AKT1,KIT,SRC,STAT3,FBXW7,NOTCH1,TP63"
"GO:BP","epithelium migration","GO:0090132","0.010982953998654342","1.9592808354074942","98","150","7","21017","PTEN,SMAD4,KIT,TGFBR2,SRC,MTOR,HIF1A"
"GO:BP","sister chromatid segregation","GO:0000819","0.011204261079407366","1.9506167798890883","232","150","10","21017","ATM,CHEK2,APC,RB1,SMARCA4,ARID1A,XRCC3,PBRM1,ABRAXAS1,BUB1B"
"GO:BP","reactive oxygen species metabolic process","GO:0072593","0.011204261079407366","1.9506167798890883","232","150","10","21017","BRCA1,TP53,EGFR,FANCC,TGFBR2,CDKN1A,BCL2,HIF1A,SHC1,TGFB1"
"GO:BP","smooth muscle cell differentiation","GO:0051145","0.011632943191168602","1.9343103927545107","65","150","6","21017","CTNNB1,FGFR2,KIT,NOTCH1,VEGFA,TGFB1"
"GO:BP","DNA strand invasion","GO:0042148","0.011692742628064677","1.932083609579699","6","150","3","21017","RAD51D,RAD51,XRCC2"
"GO:BP","maintenance of DNA repeat elements","GO:0043570","0.011692742628064677","1.932083609579699","6","150","3","21017","MSH2,AXIN2,MSH3"
"GO:BP","B cell lineage commitment","GO:0002326","0.011692742628064677","1.932083609579699","6","150","3","21017","TP53,BCL2,PRKDC"
"GO:BP","cardiac muscle tissue regeneration","GO:0061026","0.011692742628064677","1.932083609579699","6","150","3","21017","ERBB4,CDKN1B,CDKN1A"
"GO:BP","regulation of receptor signaling pathway via JAK-STAT","GO:0046425","0.011748600849123636","1.9300138508123224","99","150","7","21017","RET,VHL,KIT,EP300,ERBB4,NOTCH1,EGF"
"GO:BP","cellular component assembly","GO:0022607","0.011762239267589812","1.929509990421394","4644","150","57","21017","BRCA1,PTEN,ATM,CHEK2,BRIP1,TP53,CDH1,MLH1,MET,PIK3CA,ESR1,AKT1,APC,CTNNB1,RAD51C,BRAF,NBN,SMAD4,HRAS,RB1,FLCN,KIT,RAD51,FGFR1,FANCC,SMARCA4,TSC1,MDM2,BLM,SRC,DICER1,NTRK1,EP300,ERCC2,ERBB4,XRCC3,ATR,KRT19,FANCA,CTNNA1,MTOR,CDKN1B,PIK3R1,CDK2,NOTCH1,VEGFA,BCL2,PDGFRA,CREBBP,KMT2D,TP63,NTRK2,ABRAXAS1,PRKDC,GREM1,TGFB1,ITGB1"
"GO:BP","regulation of isotype switching","GO:0045191","0.011983341210414541","1.921422074523283","38","150","5","21017","MSH2,MLH1,PMS2,IL2,TGFB1"
"GO:BP","G0 to G1 transition","GO:0045023","0.011983341210414541","1.921422074523283","38","150","5","21017","SMARCA4,ARID1A,CDKN2B,PBRM1,CHEK1"
"GO:BP","regulation of cardiac muscle cell proliferation","GO:0060043","0.011983341210414541","1.921422074523283","38","150","5","21017","FGFR2,FGFR1,BMPR1A,ERBB4,NOTCH1"
"GO:BP","negative regulation of telomere maintenance","GO:0032205","0.011983341210414541","1.921422074523283","38","150","5","21017","ATM,TP53,NBN,RAD50,SRC"
"GO:BP","temperature homeostasis","GO:0001659","0.012438101715451105","1.9052458959644867","185","150","9","21017","APC,STK11,RB1,FLCN,SMARCA4,FH,STAT3,NOTCH1,VEGFA"
"GO:BP","regulation of cell division","GO:0051302","0.012438101715451105","1.9052458959644867","185","150","9","21017","BRCA2,PTCH1,MYC,FLCN,FGFR2,BLM,VEGFA,TP63,TGFB1"
"GO:BP","regulation of protein localization to membrane","GO:1905475","0.012438101715451105","1.9052458959644867","185","150","9","21017","ERBB2,EGFR,PIK3CA,AKT1,HRAS,AR,PIK3R1,TGFB1,ITGB1"
"GO:BP","positive regulation of chromosome organization","GO:2001252","0.01255807245639893","1.901077015518516","100","150","7","21017","ATM,CTNNB1,NBN,RAD50,MRE11,ATR,CDK2"
"GO:BP","regulation of smooth muscle cell migration","GO:0014910","0.012721448698433942","1.8954634291034482","66","150","6","21017","TERT,NF1,MDM2,SRC,BMPR1A,BCL2"
"GO:BP","positive regulation of Wnt signaling pathway","GO:0030177","0.01322286099384461","1.878674567587887","141","150","8","21017","EGFR,TERT,CDC73,FGFR2,SMARCA4,SRC,EGF,TGFB1"
"GO:BP","telomere capping","GO:0016233","0.013666884913587087","1.8643304626821395","39","150","5","21017","ATM,NBN,RAD50,MRE11,PRKDC"
"GO:BP","regulation of protein autophosphorylation","GO:0031952","0.013666884913587087","1.8643304626821395","39","150","5","21017","NBN,RAD50,MRE11,VEGFA,GREM1"
"GO:BP","negative regulation of ossification","GO:0030279","0.013666884913587087","1.8643304626821395","39","150","5","21017","NOTCH1,BCL2,HIF1A,GREM1,TGFB1"
"GO:BP","brain morphogenesis","GO:0048854","0.013666884913587087","1.8643304626821395","39","150","5","21017","PTEN,NF1,FANCC,FANCD2,SMO"
"GO:BP","homologous chromosome segregation","GO:0045143","0.013891081236744094","1.8572639488717428","67","150","6","21017","ATM,BRIP1,MLH1,MRE11,FANCD2,CCNE1"
"GO:BP","ATP biosynthetic process","GO:0006754","0.01431637744001365","1.8441668602991927","102","150","7","21017","FLCN,HNF1A,SDHB,SDHC,SDHD,SDHA,TGFB1"
"GO:BP","negative regulation of cell-cell adhesion","GO:0022408","0.014781889698679848","1.830270042717299","189","150","9","21017","CDH1,ERBB2,AKT1,CDKN2A,EPCAM,IL2,NOTCH1,VEGFA,TGFB1"
"GO:BP","positive regulation of branching involved in ureteric bud morphogenesis","GO:0090190","0.01481387416593639","1.8293313487131513","19","150","4","21017","SMO,VEGFA,GREM1,TGFB1"
"GO:BP","regulation of fibroblast apoptotic process","GO:2000269","0.01481387416593639","1.8293313487131513","19","150","4","21017","TP53,PIK3CA,XRCC2,TP63"
"GO:BP","regulation of cell-substrate junction organization","GO:0150116","0.015146351155651916","1.8196919786355277","68","150","6","21017","PTEN,TSC1,SRC,PIK3R1,VEGFA,GREM1"
"GO:BP","positive regulation of muscle cell differentiation","GO:0051149","0.015146351155651916","1.8196919786355277","68","150","6","21017","KIT,MDM2,MTOR,NOTCH1,BCL2,TGFB1"
"GO:BP","cell-substrate junction organization","GO:0150115","0.015269310156657395","1.8161805832398845","103","150","7","21017","PTEN,TSC1,SRC,PIK3R1,VEGFA,BCL2,GREM1"
"GO:BP","ventricular septum morphogenesis","GO:0060412","0.0155298670482854","1.8088322622652062","40","150","5","21017","SMAD4,FGFR2,TGFBR2,BMPR1A,NOTCH1"
"GO:BP","positive regulation of response to external stimulus","GO:0032103","0.01566345564039822","1.805112418523525","619","150","16","21017","MET,ESR1,AKT1,BRAF,FGFR1,SRC,EP300,ABCC1,PIK3R1,NTRK3,IL2,VEGFA,PDGFRA,CREBBP,PRKDC,TGFB1"
"GO:BP","tissue migration","GO:0090130","0.016274268430606368","1.7884985249528123","104","150","7","21017","PTEN,SMAD4,KIT,TGFBR2,SRC,MTOR,HIF1A"
"GO:BP","defense response","GO:0006952","0.017342413689228214","1.760890458246057","1809","150","30","21017","ATM,TP53,EGFR,ESR1,AKT1,HRAS,RB1,KIT,CASP8,BAP1,SRC,FANCD2,EP300,GATA3,ABCC1,FANCA,STAT3,MTOR,SMO,PIK3R1,IL2,NOTCH1,BCL2,CYP19A1,CREBBP,HIF1A,SHC1,PRKDC,TGFB1,ITGB1"
"GO:BP","cellular respiration","GO:0045333","0.017421513840464597","1.7589141097190102","244","150","10","21017","MSH2,PIK3CA,FLCN,SDHB,FH,SDHC,SDHD,MT-CYB,SDHA,HIF1A"
"GO:BP","regulation of DNA damage response, signal transduction by p53 class mediator","GO:0043516","0.01758553880677413","1.754844320709337","41","150","5","21017","ATM,TP53,CDKN2A,MDM2,ATR"
"GO:BP","positive regulation of DNA recombination","GO:0045911","0.01793266468790437","1.7463551720514445","70","150","6","21017","MSH2,MLH1,PMS2,ERCC2,IL2,TGFB1"
"GO:BP","pallium development","GO:0021543","0.018234297009358944","1.7391109754728435","194","150","9","21017","PTEN,EGFR,CTNNB1,NF1,TSC1,ALK,SMO,HIF1A,NTRK2"
"GO:BP","response to UV-B","GO:0010224","0.018414716659462663","1.7348349590886527","20","150","4","21017","MSH2,STK11,CDKN1A,BCL2"
"GO:BP","branch elongation of an epithelium","GO:0060602","0.018414716659462663","1.7348349590886527","20","150","4","21017","ESR1,FGFR2,HNF1B,TGFB1"
"GO:BP","nephron tubule formation","GO:0072079","0.018414716659462663","1.7348349590886527","20","150","4","21017","CTNNB1,GATA3,HNF1B,GREM1"
"GO:BP","neuron projection guidance","GO:0097485","0.019375993773462306","1.7127360137629242","247","150","10","21017","ERBB2,RET,SMAD4,PTCH1,KIT,NTRK1,GATA3,SMO,NOTCH1,VEGFA"
"GO:BP","axon guidance","GO:0007411","0.019375993773462306","1.7127360137629242","247","150","10","21017","ERBB2,RET,SMAD4,PTCH1,KIT,NTRK1,GATA3,SMO,NOTCH1,VEGFA"
"GO:BP","positive regulation of gliogenesis","GO:0014015","0.019473556418848056","1.710554726855167","71","150","6","21017","EGFR,KRAS,DICER1,MTOR,NOTCH1,TGFB1"
"GO:BP","positive regulation of telomere maintenance","GO:0032206","0.019473556418848056","1.710554726855167","71","150","6","21017","ATM,CTNNB1,NBN,RAD50,MRE11,ATR"
"GO:BP","regulatory ncRNA processing","GO:0070918","0.019473556418848056","1.710554726855167","71","150","6","21017","TP53,TERT,HNF1A,DICER1,STAT3,TGFB1"
"GO:BP","positive regulation of protein localization to membrane","GO:1905477","0.019623728068929265","1.7072184828908337","107","150","7","21017","ERBB2,EGFR,PIK3CA,AKT1,HRAS,PIK3R1,ITGB1"
"GO:BP","positive regulation of protein import into nucleus","GO:0042307","0.019847698951758617","1.7022898360283487","42","150","5","21017","CDH1,EP300,SMO,PIK3R1,TGFB1"
"GO:BP","dopaminergic neuron differentiation","GO:0071542","0.019847698951758617","1.7022898360283487","42","150","5","21017","CTNNB1,SMO,VEGFA,HIF1A,FOXA1"
"GO:BP","positive regulation of helicase activity","GO:0051096","0.020355045251771266","1.6913279277934143","7","150","3","21017","MSH6,MSH2,MSH3"
"GO:BP","mammary gland branching involved in pregnancy","GO:0060745","0.020355045251771266","1.6913279277934143","7","150","3","21017","ESR1,AR,PGR"
"GO:BP","trachea formation","GO:0060440","0.020355045251771266","1.6913279277934143","7","150","3","21017","CTNNB1,TGFBR2,MAP2K1"
"GO:BP","cranial skeletal system development","GO:1904888","0.021119786490173945","1.6753104766026188","72","150","6","21017","CTNNB1,FGFR2,TGFBR2,PDGFRA,TP63,TGFB1"
"GO:BP","ovulation cycle","GO:0042698","0.021119786490173945","1.6753104766026188","72","150","6","21017","EGFR,ESR1,SRC,PGR,NOTCH1,PDGFRA"
"GO:BP","regulation of stem cell population maintenance","GO:2000036","0.021119786490173945","1.6753104766026188","72","150","6","21017","MYC,SMARCA4,ARID1A,SMO,HNF1B,TP63"
"GO:BP","epidermal cell differentiation","GO:0009913","0.021516795523687987","1.6672224072624249","250","150","10","21017","CTNNB1,PTCH1,FGFR1,ERCC2,PTCH2,CDKN1A,NOTCH1,MAP2K1,TP63,KRT7"
"GO:BP","regulation of cold-induced thermogenesis","GO:0120161","0.0218410206085628","1.6607270713560063","151","150","8","21017","APC,STK11,RB1,FLCN,SMARCA4,FH,NOTCH1,VEGFA"
"GO:BP","negative regulation of intrinsic apoptotic signaling pathway","GO:2001243","0.022159127214806142","1.654447349235045","109","150","7","21017","AKT1,CTNNB1,MDM2,SRC,MUC1,BCL2,HIF1A"
"GO:BP","osteoclast differentiation","GO:0030316","0.022159127214806142","1.654447349235045","109","150","7","21017","CTNNB1,NF1,SRC,MTOR,FBXW7,PIK3R1,TGFB1"
"GO:BP","positive regulation of immunoglobulin mediated immune response","GO:0002891","0.02233069678682684","1.651097725385673","43","150","5","21017","MSH2,MLH1,PMS2,IL2,TGFB1"
"GO:BP","positive regulation of DNA replication","GO:0045740","0.02233069678682684","1.651097725385673","43","150","5","21017","EGFR,FGFR1,CDKN1B,CDKN1A,CDK2"
"GO:BP","positive regulation of B cell mediated immunity","GO:0002714","0.02233069678682684","1.651097725385673","43","150","5","21017","MSH2,MLH1,PMS2,IL2,TGFB1"
"GO:BP","positive regulation of protein-containing complex assembly","GO:0031334","0.022353263195132412","1.6506590683176494","199","150","9","21017","ATM,TP53,MET,SRC,ATR,MTOR,CDKN1B,VEGFA,TGFB1"
"GO:BP","regulation of endothelial cell chemotaxis","GO:2001026","0.02262154546876126","1.6454777280742607","21","150","4","21017","MET,FGFR1,NOTCH1,VEGFA"
"GO:BP","regulation of cell-cell adhesion mediated by cadherin","GO:2000047","0.02262154546876126","1.6454777280742607","21","150","4","21017","EPCAM,NOTCH1,VEGFA,FOXA1"
"GO:BP","smooth muscle cell migration","GO:0014909","0.022876706841900303","1.6406064931362783","73","150","6","21017","TERT,NF1,MDM2,SRC,BMPR1A,BCL2"
"GO:BP","regulation of ATP metabolic process","GO:1903578","0.022876706841900303","1.6406064931362783","73","150","6","21017","FLCN,HNF1A,EP300,STAT3,MTOR,HIF1A"
"GO:BP","embryonic pattern specification","GO:0009880","0.022876706841900303","1.6406064931362783","73","150","6","21017","CTNNB1,SMAD4,PTCH1,FGFR2,ERBB4,WT1"
"GO:BP","cold-induced thermogenesis","GO:0106106","0.024036589158086968","1.6191271595859775","153","150","8","21017","APC,STK11,RB1,FLCN,SMARCA4,FH,NOTCH1,VEGFA"
"GO:BP","striated muscle cell proliferation","GO:0014855","0.024749844636566414","1.6064275229402578","74","150","6","21017","FGFR2,FGFR1,SRC,BMPR1A,ERBB4,NOTCH1"
"GO:BP","regulation of transcription initiation by RNA polymerase II","GO:0060260","0.024749844636566414","1.6064275229402578","74","150","6","21017","TP53,MYC,HNF1A,CDK4,PPM1D,HNF1B"
"GO:BP","leukocyte homeostasis","GO:0001776","0.024959785921567265","1.602759143888682","111","150","7","21017","AKT1,NF1,BAP1,IL2,BCL2,HIF1A,TGFB1"
"GO:BP","transcription initiation-coupled chromatin remodeling","GO:0045815","0.0250494347138639","1.6012020703324508","44","150","5","21017","TP53,SMARCA4,ARID1A,MEN1,EP300"
"GO:BP","positive T cell selection","GO:0043368","0.0250494347138639","1.6012020703324508","44","150","5","21017","STK11,BRAF,STAT3,MTOR,BCL2"
"GO:BP","positive regulation of gene expression, epigenetic","GO:0141137","0.0250494347138639","1.6012020703324508","44","150","5","21017","TP53,SMARCA4,ARID1A,MEN1,EP300"
"GO:BP","regulation of protein catabolic process","GO:0042176","0.025465565391741142","1.594046677084998","372","150","12","21017","CHEK2,BARD1,CDH1,EGFR,AKT1,APC,SMAD4,AXIN2,MDM2,FBXW7,CDKN1B,CDK2"
"GO:BP","positive regulation of protein transport","GO:0051222","0.026416508692329376","1.5781245809625462","256","150","10","21017","CDH1,EGFR,HNF1A,MDM2,SRC,EP300,SMO,PIK3R1,HIF1A,TGFB1"
"GO:BP","regulation of DNA damage checkpoint","GO:2000001","0.02749538385636793","1.5607402128601253","22","150","4","21017","BRCA1,BRCA2,BARD1,RAD51"
"GO:BP","regulation of long-term neuronal synaptic plasticity","GO:0048169","0.02749538385636793","1.5607402128601253","22","150","4","21017","KRAS,HRAS,KIT,NF1"
"GO:BP","regulation of branching involved in ureteric bud morphogenesis","GO:0090189","0.02749538385636793","1.5607402128601253","22","150","4","21017","SMO,VEGFA,GREM1,TGFB1"
"GO:BP","learning","GO:0007612","0.027676549702319236","1.557888052171987","156","150","8","21017","KRAS,BRAF,KIT,NF1,TSC1,HIF1A,NTRK2,ITGB1"
"GO:BP","miRNA processing","GO:0035196","0.028019370388243352","1.5525416277934196","45","150","5","21017","TP53,HNF1A,DICER1,STAT3,TGFB1"
"GO:BP","negative regulation of TORC1 signaling","GO:1904262","0.028019370388243352","1.5525416277934196","45","150","5","21017","ATM,STK11,VHL,TSC1,TSC2"
"GO:BP","lung epithelium development","GO:0060428","0.028019370388243352","1.5525416277934196","45","150","5","21017","KRAS,CTNNB1,FGFR2,MAP2K1,FOXA1"
"GO:BP","regulation of cell cycle checkpoint","GO:1901976","0.028019370388243352","1.5525416277934196","45","150","5","21017","BRCA1,BRCA2,BARD1,RAD51,XRCC3"
"GO:BP","purine ribonucleoside triphosphate biosynthetic process","GO:0009206","0.02804696972535325","1.5521140542883574","113","150","7","21017","FLCN,HNF1A,SDHB,SDHC,SDHD,SDHA,TGFB1"
"GO:BP","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","GO:0002460","0.02831115899749561","1.5480423511960488","376","150","12","21017","MSH6,MSH2,MLH1,PMS2,NBN,HRAS,GATA3,STAT3,MTOR,IL2,NOTCH1,TGFB1"
"GO:BP","positive regulation of carbohydrate metabolic process","GO:0045913","0.028867770332748975","1.5395867585362624","76","150","6","21017","AKT1,STK11,SRC,MTOR,HIF1A,EGF"
"GO:BP","regulation of protein transport","GO:0051223","0.028928321074218034","1.5386767709618052","441","150","13","21017","BARD1,CDH1,EGFR,CDKN2A,NF1,HNF1A,MDM2,SRC,EP300,SMO,PIK3R1,HIF1A,TGFB1"
"GO:BP","regulation of reproductive process","GO:2000241","0.02943642276131409","1.5311149684315641","206","150","9","21017","ESR1,CTNNB1,STK11,KIT,AR,SRC,CDKN1B,WT1,VEGFA"
"GO:BP","purine nucleoside triphosphate biosynthetic process","GO:0009145","0.029704973549783412","1.527170829996206","114","150","7","21017","FLCN,HNF1A,SDHB,SDHC,SDHD,SDHA,TGFB1"
"GO:BP","positive regulation of neuron projection development","GO:0010976","0.03035203191617763","1.5178122297799863","158","150","8","21017","RET,BRAF,FGFR1,NTRK1,EP300,ALK,NTRK3,NTRK2"
"GO:BP","negative regulation of gene expression, epigenetic","GO:0045814","0.03035203191617763","1.5178122297799863","158","150","8","21017","BRCA1,RB1,MYC,PPM1D,CHEK1,CDK2,WT1,KMT2D"
"GO:BP","regulation of axonogenesis","GO:0050770","0.03035203191617763","1.5178122297799863","158","150","8","21017","PTEN,CDH1,RET,STK11,BRAF,MAP2K1,VEGFA,NTRK2"
"GO:BP","circadian rhythm","GO:0007623","0.0305894699068631","1.5144280489557915","207","150","9","21017","PTEN,TP53,EGFR,NTRK1,EP300,MTOR,FBXW7,NTRK2,PRKDC"
"GO:BP","actin filament-based process","GO:0030029","0.03069675531087413","1.5129075276190613","806","150","18","21017","MET,PIK3CA,KRAS,BRAF,SMAD4,HRAS,KIT,NF1,TSC1,SRC,KRT19,MTOR,PIK3R1,BCL2,PDGFRA,SHC1,TGFB1,ITGB1"
"GO:BP","male gamete generation","GO:0048232","0.03083580319125837","1.510944734865747","654","150","16","21017","BRCA2,ATM,BRIP1,MSH6,MLH1,RAD51C,STK11,SMAD4,PTCH1,RB1,KIT,AR,SRC,FANCA,NOTCH1,TP63"
"GO:BP","execution phase of apoptosis","GO:0097194","0.03112450800403881","1.506897504886403","77","150","6","21017","TP53,AKT1,CDKN2A,HNF1A,CASP8,DICER1"
"GO:BP","regulation of glial cell differentiation","GO:0045685","0.03112450800403881","1.506897504886403","77","150","6","21017","CTNNB1,NF1,DICER1,MTOR,NOTCH1,TGFB1"
